SKU,IMAGE URL,TITLE,QUANTITY,"STATUS",DESCRIPTION,SAMPLE RETAIL PRICE,PRODUCT COST,MANUFACTURER,MANUFACTURER ID,MAIN CATEGORY,SUB CATEGORY,THUMBNAIL URL,WEIGHT,MAP PRICE,MSRP,UPC,ASIN,CUSTOM SHIPPING RATE,SHORT DESCRIPTION
<br>
<br>Features:
<br>
<br>- Sturdy, self-supporting, 3-pole rectangular dome design
<br>- Well-ventilated, 2 doors, High/Low windows in each door
<br>- Streamlined shape sheds snow loads, heavy rain and wind
<br>- Double-point front vestibule is bottom venting, single-point rear vestibule vents left, right or rolls completely open
<br>- Durable #10 door zippers
<br>- Heavy-duty 210D Nylon Oxford floor, 75D StormShield Poly Ripstop fly with 1500mm coating
<br>- UV and cold-resistant window on front vestibule
<br>- Pre-bent 13mm 6000 series aluminum frame
<br>
<br>Specifications:
<br>
<br>- Weight:  13 lbs 5 oz
<br>- Floor:  8' 6"" x 7' 6""
<br>- Height:  4' 8""
<br>- Sleeps:  4<br><br>Warranty: Warranted against manufacturer defects.","399.99","261.29","Eureka!","2627641","Tents","4 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS37232.jpg","15.7","0.00","399.99","083826276415","","","Outfitter Tents - Assault Outfitter 4  Manufacture ID: 2627641    These 4 season tents trace their roots to the combat shelters designed to meet the challenge of the military. Tested against desert heat and blowing sand, tropical storms and arctic cold, they've withstood the most severe punishment the armed forces and nature can dish out.    Features:    - Sturdy, self-supporting, 3-pole rectangul",
"GS37527","http://www.inventorysource.com/images/gs/GS37527.jpg","Missing Link","0",No,"A pioneering single-wall tent that bridges the gap between traditional tents and tarp-style shelters.



-Superlight:  Weighs 3 lbs - just 1.5 lbs per person.

-Spacious:  Plenty of interior space, including great headroom, for 2 plus gear.

-Innovative:  Awning provides 180* views and a covered food-prep/boot-storage area.

-Easy to Pitch:  1 person can set it up in less than 3 minutes using trekking poles or guy cords tied off to an overhead object.<br><br>Warranty: MSR warranties the materials and workmanship in every MSR tent to the original owner.  MSR offers a lifetime warranty, to the original owner, on all MSR tent framework","171.92","163.73","MSR","7475","Tents","2 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS37527.jpg","3.4","0.00","249.95","040818121245","","","A pioneering single-wall tent that bridges the gap between traditional tents and tarp-style shelters.-Superlight: Weighs 3 lbs - just 1.5 lbs per person.-Spacious: Plenty of interior space, including great headroom, for 2 plus gear.-Innovative: Awning provides 180* views and a covered food-prep/boot-storage area.-Easy to Pitch: 1 person can set it up in less than 3 minutes using trekking poles or ",
"GS37234","http://www.inventorysource.com/images/gs/GS37234.jpg","Timberline 2","9",Yes,"<b>Timberline - Timberline 2</b><br>Manufacture ID: 2627700<br><br>Our legendary Timberline series continues to build an enduring reputation by running the camping gauntlet - from meeting the needs of generations of scouts to taming the toughest weather conditions with ease. With millions of Timberline tents sold, you know they're definitely backed by popular demand.
<br>
<br>Features:
<br>
<br>- Free-standing, A-frame design makes set up a snap 
<br>- Shock-corded eaves increase stability and wind resistance 
<br>- 75D StormShield polyester cloth fly for improved durability and resistance to UV, acid rain and tearing 
<br>- Major seams factory taped and sealed 
<br>- Twin-track, side opening door 
<br>- Durable, lightweight, 1/2"" aluminum 5-pole frame 
<br>- Hooded fly front and rear allows windows to remain partially open during rain for ventilation 
<br>
<br>Specifications:
<br>
<br>- Weight:  5 lbs 13 oz
<br>- Floor:  5' 3"" x 7' 2""
<br>- Height:  3' 6""
<br>- Sleeps:  2<br><br>Warranty: Warranted against manufacturer defects.","149.9","85.87","Eureka!","2627700","Tents","2 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS37234.jpg","7.1","129.90","149.90","083826277009","","","Timberline - Timberline 2  Manufacture ID: 2627700    Our legendary Timberline series continues to build an enduring reputation by running the camping gauntlet - from meeting the needs of generations of scouts to taming the toughest weather conditions with ease. With millions of Timberline tents sold, you know they're definitely backed by popular demand.    Features:    - Free-standing, A-frame de",
"GS40829","http://www.inventorysource.com/images/gs/GS40829.jpg","Apex 2","1",Yes,"<b>Apex - Apex 2</b><br>Manufacture ID: 2628103<br><br>Multi-purpose, lightweight, and compact with 2 twin-track doors and 2 demi-vestibules.
<br>
<br>Features:
<br>
<br>- 2 pole rectangular dome tent with 5.4 sq ft of vestibule storage
<br>- Durable, shockcorded, self-supporting fiberglass frame and ring and pin/pole pocket assembly
<br>- 2 twin-track side opening doors adjust for air circulation or privacy
<br>- Poke-out vent in side wall allows the option of additional ventilation when needed
<br>- 2 interior storage pockets keep essential items handy
<br>
<br>Specifications:
<br>
<br>- Season:  3
<br>- Sleeps:  2
<br>- Doors:  2
<br>- Windows:  2
<br>- Weight:  5 lbs 6 oz
<br>- Area:  36.5 Sq. Ft.
<br>- Center Height:  3' 7.5""
<br>- Carry size:  6"" x 18.5""<br><br>Warranty: Warranted against manufacturer defects.","109.99","58.82","Eureka!","2628103","Tents","2 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS40829.jpg","5.12","0.00","109.99","083826281037","","","Apex - Apex 2  Manufacture ID: 2628103    Multi-purpose, lightweight, and compact with 2 twin-track doors and 2 demi-vestibules.    Features:    - 2 pole rectangular dome tent with 5.4 sq ft of vestibule storage  - Durable, shockcorded, self-supporting fiberglass frame and ring and pin/pole pocket assembly  - 2 twin-track side opening doors adjust for air circulation or privacy  - Poke-out vent in",
"GS44214","http://www.inventorysource.com/images/gs/GS44214.jpg","Timberline Trail/Dining Fly","0",No,"<b>Tent Accessories - Trail/Dining Fly for Timberline</b><br>Manufacture ID: 265624<br><br>This 3 pole dining fly is sized to cover a picnic table for protection from rain or sun while eating outside.  Lightweight and durable aluminum poles are 1 inch diameter.  Weight:  5 lbs 12.8 oz.  Pack size:  6""x65"".
<br>
<br>Physical dimensions: 11' 6"" x 11' 6","139.99","68.41","Eureka!","265624","Tents","Shelters","http://www.inventorysource.com/images/gs/t_GS44214.jpg","0.15","0.00","139.99","083826265624","","","Tent Accessories - Trail/Dining Fly for Timberline  Manufacture ID: 265624    This 3 pole dining fly is sized to cover a picnic table for protection from rain or sun while eating outside. Lightweight and durable aluminum poles are 1 inch diameter. Weight: 5 lbs 12.8 oz. Pack size: 6""x65"".    Physical dimensions: 11' 6"" x 11' 6",
"GS39002","http://www.inventorysource.com/images/gs/GS39002.jpg","Bedouin 6 (2007 Model)","0",No,"<b>Basecamp Tents - Bedouin 6</b><br>Manufacture ID: 1371<br><br>For the family of six or for friends who camp in groups, the Bedouin 6 offers ample room, storage features all the way around and is easy to set up.  Two large stash doors and a new vestibule brow pole make it easy to get in and out.  Features:  Tent Guard with Ultra Fresh; SuperSeal Floor; Swift Clips; Stash Door; Reflective Guy-outs and Zipper pulls; Color-coded webbing; DAC Press Fit Poles; Locking pole tips; Optic White Canopy; Double Grommets; Gear Pockets; Cup Holder; Adjustable Venting Rainfly; Clothes Line.
<br>
<br>Total Weight:  17 lbs 6 oz
<br>Fast Pack Weight:  n/a
<br>Packed Weight:  17 lbs 16 oz
<br>Packed Size:  32""x10""
<br>Number of Doors:  2
<br>Interior Area:  76 sq ft
<br>Vestibule Area:  31 + 18.5 sq ft
<br>Peak Height:  76""
<br>Floor Type:  SuperSeal
<br>Floor Material:  70D Taffeta Nylon, 3000mm
<br>Body Material:  70D Nylon Rip stop
<br>Fly Material:  70D Taffeta Nylon, 1500mm
<br>Number of Poles:  4
<br>Poles:  DAC 16/14.5mm Press-Fit 17<br><br>Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it was designed.","359.0","244.96","Sierra Designs","1371","Tents","6 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS39002.jpg","18.8","0.00","359.00","054003352635","","","Basecamp Tents - Bedouin 6  Manufacture ID: 1371    For the family of six or for friends who camp in groups, the Bedouin 6 offers ample room, storage features all the way around and is easy to set up. Two large stash doors and a new vestibule brow pole make it easy to get in and out. Features: Tent Guard with Ultra Fresh; SuperSeal Floor; Swift Clips; Stash Door; Reflective Guy-outs and Zipper pul",
"GS40890","http://www.inventorysource.com/images/gs/GS40890.jpg","Model 97, 4-Season","0",No,"<b>8 Person Winchester Tent - Model 97 Tent, 8 Person</b><br>Manufacture ID: 300-0097-000<br><br>Winchester tents hasn't forgotten the needs of the year round campers. The Model 97 is the tent to put in your base camp this season. It features 130 sq. ft. of floor space and a peak height of over 6 feet. It sleeps 6 people very comfortably and features a No-see-um mesh ventilation system and full coverage rain fly. 
<br>Sleeps up to 8 people.
<br>
<br>Specifications:
<br>
<br>Floor Size : 13'2"" x 10'3"" x 76"" Tall
<br>Body Material : Polyester , 185T , PU/FR (600).
<br>Floor Material : Polyester , 200D , PU/FR (600).
<br>Coatings : Polyurethane Waterproofing and Fire Retardent.
<br>Zippers : Nylon #8 , #5.
<br>Pole Set : Fiberglass  , 9.5mm.
<br>Carry Weight : 32lbs.<br><br>Warranty: One year warranty to original owner against manufacturer defects.","525.0","185.0","Winchester Tents","300-0097-000","Tents","6 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS40890.jpg","35.85","0.00","525.00","721209006005","","","8 Person Winchester Tent - Model 97 Tent, 8 Person  Manufacture ID: 300-0097-000    Winchester tents hasn't forgotten the needs of the year round campers. The Model 97 is the tent to put in your base camp this season. It features 130 sq. ft. of floor space and a peak height of over 6 feet. It sleeps 6 people very comfortably and features a No-see-um mesh ventilation system and full coverage rain f",
"GS44178","http://www.inventorysource.com/images/gs/GS44178.jpg","Asp 2 Ultralight  (2007 Model)","0",No,"<b>Ultralight Tents - Asp 2</b><br>Manufacture ID: 1401<br><br>Reverse Combi Technology, two doors, a large vestibule, and a mesh body make the Asp a livable ultralight shelter.  Features include a double-slider, double-track vestibule configuration for more options and comfort, and Quick Pitch Swivel Hub for ease of set-up.
<br>
<br>Features:
<br>RCT Swift Clips
<br>Quick Pitch Swivel Hub
<br>Reverse Combi Technology
<br>Tent Guard with Ultra Fresh
<br>DAC Featherlite NSL Poles
<br>SuperSeal Floor
<br>Lightweight Fly Material
<br>Adjustable Venting Rainfly
<br>Double Slider Double Track Vestibule
<br>Color Coded Webbing
<br>Locking Pole Tips
<br>Optic White Canopy
<br>Reflective Guy-outs and Zipper Pulls
<br>Stash Door
<br>Gear Pockets
<br>Fast Pack Footprint compatible
<br>
<br>Trail Weight:  4 lbs 14 oz
<br>Fast Pack Weight:  3 lbs 9 oz
<br>Packed Weight:  5 lbs 6 oz
<br>Number of Doors:  2
<br>Interior Area:  34 sq ft
<br>Vestibule Area:  16.5 + 3 sq ft
<br>Peak Height:  40.5""
<br>Floor Material:  70D Taffeta Nylon, 1800mm
<br>Body Material:  40D Rip Stop Nylon
<br>Fly Material:  40D HT Rip Stop Nylon PU/Silicone
<br>Poles:  DAC Fetherlite NSL 9.6mm/9.0mm/8.5mm","319.0","217.67","Sierra Designs","1401","Tents","2 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS44178.jpg","6.4","0.00","319.00","054003543187","","","Ultralight Tents - Asp 2  Manufacture ID: 1401    Reverse Combi Technology, two doors, a large vestibule, and a mesh body make the Asp a livable ultralight shelter. Features include a double-slider, double-track vestibule configuration for more options and comfort, and Quick Pitch Swivel Hub for ease of set-up.    Features:  RCT Swift Clips  Quick Pitch Swivel Hub  Reverse Combi Technology  Tent G",
"GS40816","http://www.inventorysource.com/images/gs/GS40816.jpg","Browning Tahoma Camp Dome Tent","0",No,"<b>Browning Tent - Tahoma Camp</b><br>Manufacture ID: BT141105<br><br>Strong & durable shockcorded fiberglass frame with color-coded pole sleeves; Dutch ""D"" doors with window and zipper covers; Ultra-Vent ventilation system; Polyethylene welded floor; Hooped fly over door; Polyester mesh roof; Polyester taffeta fly (seam taped); Storage/Organizer pockets; PVC pegs and guy ropes; Entry Mat; Zippered, carry duffle.
<br>
<br>Features:
<br>
<br>Color:  Black/Cool Grey/Deer Clover/Sunrise
<br>Number Sleep:  7-8 persons
<br>Base Size:  14'x11'
<br>Center Height:  72""
<br>Tent Area:  140.8 sq ft
<br>Weight:  24 lbs 11 oz<br><br>Warranty: Slumberjack products are warranted by Slumberjack to be free from defects in material and workmanship for one (1) year after your purchase of the product.","199.99","147.55","Slumberjack","BT141105","Tents","7+ Person Tents","http://www.inventorysource.com/images/gs/t_GS40816.jpg","28.75","169.99","199.99","034179631703","","","Browning Tent - Tahoma Camp  Manufacture ID: BT141105    Strong & durable shockcorded fiberglass frame with color-coded pole sleeves; Dutch ""D"" doors with window and zipper covers; Ultra-Vent ventilation system; Polyethylene welded floor; Hooped fly over door; Polyester mesh roof; Polyester taffeta fly (seam taped); Storage/Organizer pockets; PVC pegs and guy ropes; Entry Mat; Zippered, carry duff",
"GS46213","http://www.inventorysource.com/images/gs/GS46213.jpg","Emerald Mountain 3Person Tent SL3","0",No,"<b>Emerald Mountain Series - 3 Person, SL3 Tent</b><br>Manufacture ID: TEM3<br><br>Emerald Mountain SL3  tents combine the benefits of our lightest free-standing tents with roomy interiors and two opposing doors and vestibules. Emerald Mountain tents use DAC Featherlite NSL poles, which feature an Eco-Friendly anodizing process that significantly reduces the use of hazardous chemicals, as well as Reverse Combi pole optimization for increased strength and weight savings. 
<br>
<br>Features:
<br>   
<br>- Free standing, three season, superlight backpacking tents 
<br>- DAC Featherlite NSL pole system - featuring &ldquo;GREEN&rdquo; anodizing. DAC poles are super light and strong 8.2mm poles with press-fit connectors and lightweight hubs.  
<br>- Fly is lightweight silicone treated nylon rip-stop with a waterproof polyurethane coating 
<br>- Floor is lightweight silicone treated nylon rip-stop with a waterproof polyurethane coating 
<br>- Tent body is lightweight nylon and nylon mesh 
<br>- Mesh body and double doors offer excellent cross ventilation 
<br>- Single hub/pole design makes set up easy and increases head room 
<br>- New DAC Twist Clips attach tent body to the pole frame for quick and easy set-up 
<br>- 11 Superlight, X-peg stakes included 
<br>- Three mesh floor pockets 
<br>- All seams are taped 
<br>- Footprint sold separately 
<br>- Gear loft loops included: Big Agnes gear loft sold separately 
<br>- Tent stuff sack features external mesh pocket and strap to secure poles 
<br>
<br>Vestibule Sold Seperately
<br>
<br>Item Specifications:
<br>
<br> Trail Wt.:  5lbs.  
<br> Packed Wt.:  5lb 10oz 
<br> Fast Fly Wt.:  3lb 15oz 
<br> Packed Size:  8"" x 22""
<br> Floor Area:  44 sq ft 
<br> Vestibule Area:  22 sq ft
<br> Head Height:  44""
<br> Capacity:  3 person","399.0","244.27","Big Agnes","TEM3","Tents","3 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS46213.jpg","5.85","0.00","399.00","873840002714","","","Emerald Mountain Series - 3 Person, SL3 Tent  Manufacture ID: TEM3    Emerald Mountain SL3 tents combine the benefits of our lightest free-standing tents with roomy interiors and two opposing doors and vestibules. Emerald Mountain tents use DAC Featherlite NSL poles, which feature an Eco-Friendly anodizing process that significantly reduces the use of hazardous chemicals, as well as Reverse Combi ",
"GS46212","http://www.inventorysource.com/images/gs/GS46212.jpg","Emerald Mountain 2Person Tent SL2","0",No,"<b>Emerald Mountain Series - 2 Person, SL2 Tent</b><br>Manufacture ID: TEM2<br><br>Emerald Mountain SL2 tents combine the benefits of our lightest free-standing tents with roomy interiors and two opposing doors and vestibules. Emerald Mountain tents use DAC Featherlite NSL poles, which feature an Eco-Friendly anodizing process that significantly reduces the use of hazardous chemicals, as well as Reverse Combi pole optimization for increased strength and weight savings. We offer optional, extra large accessory vestibules for a palatial storage area.
<br>
<br>Features:
<br>   
<br>- Free standing, three season, superlight backpacking tents 
<br>- DAC Featherlite NSL pole system - featuring &ldquo;GREEN&rdquo; anodizing. DAC poles are super light and strong 8.2mm poles with press-fit connectors and lightweight hubs.  
<br>- Fly is lightweight silicone treated nylon rip-stop with a waterproof polyurethane coating 
<br>- Floor is lightweight silicone treated nylon rip-stop with a waterproof polyurethane coating 
<br>- Tent body is lightweight nylon and nylon mesh 
<br>- Mesh body and double doors offer excellent cross ventilation 
<br>- Single hub/pole design makes set up easy and increases head room 
<br>- New DAC Twist Clips attach tent body to the pole frame for quick and easy set-up 
<br>- Two vestibules with opposing D-shaped doors 
<br>- 11 Superlight, X-peg stakes included 
<br>- Three mesh floor pockets 
<br>- All seams are taped 
<br>- Footprint sold separately 
<br>- Gear loft loops included: Big Agnes gear loft sold separately 
<br>- Tent stuff sack features external mesh pocket and strap to secure poles 
<br>
<br>
<br>
<br>Specifications:
<br>
<br>- Trail Wt.:  4lbs. 3oz. 
<br>- Packed Wt.:  4lb. 10oz  
<br>- Fast Fly Wt.:  3lb.   3oz 
<br>- Packed Size:  8"" x 19""
<br>- Floor Area:  29 sq ft 
<br>- Vestibule Area:  22 sq ft
<br>- Head Height:  42""
<br>- Capacity:  2 person
<br>
<br>The optional extra large, zip-on front vestibule with pole for extra space is sold separately.","349.0","213.73","Big Agnes","TEM2","Tents","2 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS46212.jpg","4.85","0.00","349.00","873840002684","","","Emerald Mountain Series - 2 Person, SL2 Tent  Manufacture ID: TEM2    Emerald Mountain SL2 tents combine the benefits of our lightest free-standing tents with roomy interiors and two opposing doors and vestibules. Emerald Mountain tents use DAC Featherlite NSL poles, which feature an Eco-Friendly anodizing process that significantly reduces the use of hazardous chemicals, as well as Reverse Combi ",
"GS40665","http://www.inventorysource.com/images/gs/GS40665.jpg","Exped Venus II","0",No,"<b>Tent - </b><br>Manufacture ID: 109906401<br><br>Hike dry summer trails or tour a harsh winter backcountry: this freestanding design offers excellent stability throughout the year. A polyurethane-coated ripstop polyester rainfly sheds winter weather, and three DAC Featherlite aluminum poles of 9 mm and 9.8 mm thickness give the Venus II all-season strength. Flat pole sleeves improve the overall aerodynamics of the tent, reducing the tendency to flap in heavy weather. Separate doors with large vestibules give each occupant an individual entrance and storage space; the smaller vestibule includes a loft for storing wet gear. A polyurethane-coated, taffeta nylon floor protects from moisture on damp summer beaches and consolidated winter snow. The ripstop polyester canopy is suspended from the pole structure; allowing the rainfly to be used alone as a lightweight shelter or the canopy to be erected separately in warm conditions.
<br>
<br>Area
<br>Floor:  30 ft
<br>Vestibule:  25 ft
<br>Weight:  6.3 lb","349.0","275.6","Outdoor Research","109906401","Tents","2 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS40665.jpg","7.45","0.00","349.00","727602125442","","","Tent -   Manufacture ID: 109906401    Hike dry summer trails or tour a harsh winter backcountry: this freestanding design offers excellent stability throughout the year. A polyurethane-coated ripstop polyester rainfly sheds winter weather, and three DAC Featherlite aluminum poles of 9 mm and 9.8 mm thickness give the Venus II all-season strength. Flat pole sleeves improve the overall aerodynamics ",
"GS46223","http://www.inventorysource.com/images/gs/GS46223.jpg","Seedhouse 1 Person Tent","0",No,"<b>Seedhouse Tent - 1 Person</b><br>Manufacture ID: TSH1<br><br>Seedhouse Series tents are strong, lightweight, three season backpacking tents that set up quickly due to their hub pole design. The all mesh tent body provides great ventilation and the full coverage fly gives you protection from the elements. This series has enough floor and storage space to stay comfortable and organized - all at a great value.
<br>
<br>Features:
<br>
<br>- Free standing, three season, light weight backpacking tent 
<br>- Yunan 7001 Aluminum 8.91mm hub/pole featuring floating connectors and non-corrosive shoktips 
<br>- Single hub/pole design allows easy set up 
<br>- Plastic clips attach the tent body to the pole frame for quick and easy set-up 
<br>- Fly is 40D nylon rip-stop with a silicone treatment and 1200mm waterproof polyurethane coating 
<br>- Tent body is 40D nylon mesh for excellent cross ventilation 
<br>- Floor is 70D nylon with 1500mm waterproof polyurethane coating 
<br>- D shaped door 
<br>- Storm flap over vestibule zipper 
<br>- Window in vestibule door 
<br>- Two mesh floor pockets 
<br>- All seams are taped 
<br>- V-peg stakes included 
<br>
<br>Specifications: 
<br>
<br>- Trail Wt.:  Tent  3lb 4oz      
<br>- Packed Wt.:  Tent  3lb 12oz
<br>- Fast Fly Wt.:  Tent  2lb 4oz        
<br>- Packed Size:  Tent  6"" x 20""
<br>- Floor Area:  Tent  22 sq ft        
<br>- Vestibule Area:  Tent 5.5 sq ft       
<br>- Head Height:  Tent 38""
<br>- Capacity:  1 person","169.0","103.78","Big Agnes","TSH1","Tents","1 Person Solo","http://www.inventorysource.com/images/gs/t_GS46223.jpg","3.65","0.00","169.00","873840002127","","","Seedhouse Tent - 1 Person  Manufacture ID: TSH1    Seedhouse Series tents are strong, lightweight, three season backpacking tents that set up quickly due to their hub pole design. The all mesh tent body provides great ventilation and the full coverage fly gives you protection from the elements. This series has enough floor and storage space to stay comfortable and organized - all at a great value.",
"GS46222","http://www.inventorysource.com/images/gs/GS46222.jpg","Parkview 3 Person Tent","0",No,"<b>Parkview Tent - 3 Person</b><br>Manufacture ID: TPV3<br><br>Parkview Series tents are lightweight, three-season backpacking tents with plenty of room for you and your gear. The hub-pole system creates more usable floor space and headroom so you don't need to sacrifice comfort to keep your pack weight down. Double door and vestibules allows access from either side.
<br>Tent purchase includes tent body, fly, poles, stuff sacks and stakes.
<br>
<br>Free standing, three season, backpacking tents 
<br>Yunan 7001 Aluminum hub/poles with floating connectors and non corrosive shoktips 
<br>Hub/pole design makes set up easy 
<br>Plastic clips attach the tent body to the pole frame for quick and easy set-up 
<br>Fly is 40D nylon rip-stop with a silicone treatment and 1200mm waterproof polyurethane coating 
<br>Floor is 70D nylon with 1500mm waterproof polyurethane coating 
<br>Tent body is 40D nylon rip stop with 40D nylon mesh 
<br>Mesh body offers excellent cross ventilation 
<br>Two vestibules with D-shaped doors 
<br>Front vestibule has 11 sq ft and back vestibule has 9 sq ft 
<br>Single vestibule pole for front vestibule 
<br>Window in front vestibule door 
<br>Four mesh floor pockets 
<br>All seams are taped 
<br>13 aluminum stakes included 
<br>Gear loft loops included: Big Agnes gear loft sold separately 
<br>
<br>
<br>Item:
<br>
<br>Trail Wt.:  Tent    6lb 14oz  Footprint 14oz
<br>Packed Wt.: Tent   7lb 8oz
<br>Fast Fly Wt.: Tent  4lb 15oz  Footprint 4lb 15oz
<br>Packed Size: Tent   9"" x 20""
<br>Floor Area:  Tent  50 sq ft   Footprint 50 sq ft
<br>Vestibule Area: Tent 22 sq ft Footprint 22 sq ft
<br>Head Height:  Tent 48","329.0","201.51","Big Agnes","TPV3","Tents","3 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS46222.jpg","6.35","0.00","329.00","873840002158","","","Parkview Tent - 3 Person  Manufacture ID: TPV3    Parkview Series tents are lightweight, three-season backpacking tents with plenty of room for you and your gear. The hub-pole system creates more usable floor space and headroom so you don't need to sacrifice comfort to keep your pack weight down. Double door and vestibules allows access from either side.  Tent purchase includes tent body, fly, pol",
"GS46221","http://www.inventorysource.com/images/gs/GS46221.jpg","Parkview 2 Person Tent","0",No,"<b>Parkview Tent - 2 Person</b><br>Manufacture ID: TPV2<br><br>Parkview Series tents are lightweight, three-season backpacking tents with plenty of room for you and your gear. The hub-pole system creates more usable floor space and headroom so you don't need to sacrifice comfort to keep your pack weight down. Double door and vestibules allows access from either side.
<br>Tent purchase includes tent body, fly, poles, stuff sacks and stakes.
<br>
<br>Features:
<br>
<br>- Free standing, three season, backpacking tents 
<br>- Yunan 7001 Aluminum hub/poles with floating connectors and non corrosive shoktips 
<br>- Hub/pole design makes set up easy 
<br>- Plastic clips attach the tent body to the pole frame for quick and easy set-up 
<br>- Fly is 40D nylon rip-stop with a silicone treatment and 1200mm waterproof polyurethane coating 
<br>- Floor is 70D nylon with 1500mm waterproof polyurethane coating 
<br>- Tent body is 40D nylon rip stop with 40D nylon mesh 
<br>- Mesh body offers excellent cross ventilation 
<br>- Two vestibules with D-shaped doors 
<br>- Front vestibule has 11 sq ft and back vestibule has 9 sq ft 
<br>- Single vestibule pole for front vestibule 
<br>- Window in front vestibule door 
<br>- Four mesh floor pockets 
<br>- All seams are taped 
<br>- 13 aluminum stakes included 
<br>- Gear loft loops included: Big Agnes gear loft sold separately 
<br>
<br>Specifications:
<br>
<br>- Trail Wt.:  Tent  5lb 13oz   Footprint 12oz
<br>- Packed Wt.:  Tent  6lb 10oz
<br>- Fast Fly Wt.:  Tent  4lb 8oz    Footprint 4lb 8oz
<br>- Packed Size:  Tent  8"" x 20""
<br>- Floor Area:  Tent  36.25 sq ft  Footprint 36.25 sq ft
<br>- Vestibule Area:  Tent  20 sq ft   Footprint 20 sq ft
<br>- Head Height:  Tent  48""
<br>- Capacity:  2 person","289.0","177.08","Big Agnes","TPV2","Tents","2 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS46221.jpg","7.7","0.00","289.00","873840001335","","","Parkview Tent - 2 Person  Manufacture ID: TPV2    Parkview Series tents are lightweight, three-season backpacking tents with plenty of room for you and your gear. The hub-pole system creates more usable floor space and headroom so you don't need to sacrifice comfort to keep your pack weight down. Double door and vestibules allows access from either side.  Tent purchase includes tent body, fly, pol",
"GS46224","http://www.inventorysource.com/images/gs/GS46224.jpg","Seedhouse 2 Person Tent","0",No,"<b>Seedhouse Tent - 2 Person</b><br>Manufacture ID: TSH2<br><br>Seedhouse Series tents are strong, lightweight, three season backpacking tents that set up quickly due to their hub pole design.  The all mesh tent body provides great ventilation and the full coverage fly gives you protection from the elements.  This series has enough floor and storage space to stay comfortable and organized - all at a great value. 
<br>Free standing, three season, light weight backpacking tent.
<br>
<br>Features:
<br>
<br>- Yunan 7001 Aluminum 8.91mm hub/pole featuring floating connectors and non-corrosive shoktips 
<br>- Single hub/pole design allows easy set up 
<br>- Plastic clips attach the tent body to the pole frame for quick and easy set-up 
<br>- Fly is 40D nylon rip-stop with a silicone treatment and 1200mm waterproof polyurethane coating 
<br>- Tent body is 40D nylon mesh for excellent cross ventilation 
<br>- Floor is 70D nylon with 1500mm waterproof polyurethane coating 
<br>- D shaped door 
<br>- Storm flap over vestibule zipper 
<br>- Window in vestibule door 
<br>- Two mesh floor pockets 
<br>- All seams are taped 
<br>- V-peg stakes included 
<br>
<br>
<br>Specifications: 
<br>
<br>- Trail Wt.:  Tent  3lb 14oz        
<br>- Packed Wt.:  Tent  3lb 12oz
<br>- Fast Fly Wt.:  Tent  2lb 4oz         
<br>- Packed Size:  Tent  7"" x 20""
<br>- Floor Area:  Tent  28 sq ft       
<br>- Vestibule Area:  Tent 8 sq ft       
<br>- Head Height:  Tent 38""
<br>- Capacity:  2 person","199.0","122.11","Big Agnes","TSH2","Tents","2 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS46224.jpg","4.5","0.00","199.00","873840002134","","","Seedhouse Tent - 2 Person  Manufacture ID: TSH2    Seedhouse Series tents are strong, lightweight, three season backpacking tents that set up quickly due to their hub pole design. The all mesh tent body provides great ventilation and the full coverage fly gives you protection from the elements. This series has enough floor and storage space to stay comfortable and organized - all at a great value.",
"GS46225","http://www.inventorysource.com/images/gs/GS46225.jpg","Seedhouse 3 Person Tent","0",No,"<b>Seedhouse Tent - 3 Person</b><br>Manufacture ID: TSH3<br><br>Seedhouse Series tents are strong, lightweight, three season backpacking tents that set up quickly due to their hub pole design. The all mesh tent body provides great ventilation and the full coverage fly gives you protection from the elements. This series has enough floor and storage space to stay comfortable and organized - all at a great value.
<br>Free standing, three season, light weight backpacking tent
<br>
<br>Features:
<br> 
<br>- Yunan 7001 Aluminum 8.91mm hub/pole featuring floating connectors and non-corrosive shoktips 
<br>- Single hub/pole design allows easy set up 
<br>- Plastic clips attach the tent body to the pole frame for quick and easy set-up 
<br>- Fly is 40D nylon rip-stop with a silicone treatment and 1200mm waterproof polyurethane coating 
<br>- Tent body is 40D nylon mesh for excellent cross ventilation 
<br>- Floor is 70D nylon with 1500mm waterproof polyurethane coating 
<br>- D shaped door 
<br>- Storm flap over vestibule zipper 
<br>- Window in vestibule door 
<br>- Two mesh floor pockets 
<br>- All seams are taped 
<br>- V-peg stakes included 
<br>
<br>Specifications: Seed House 3
<br>
